LATITUDE,LONGITUDE,PARCELNO,SALE_PRC,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,month_sold,structure_quality
25.9120619198,-80.1756886724,622200130030,170000.0,8680,1105,588,4727.3,17806.6,4639.2,49485.2,46530.7,10938.4,64,0,8,2
25.9121536397,-80.16845088,3022200021490,105000.0,9042,1524,968,2510.4,15460.7,2820.3,49814.8,45834.0,12489.7,64,0,4,1
25.9121536397,-80.16845088,3022200021490,200000.0,9042,1524,968,2510.4,15460.7,2820.3,49814.8,45834.0,12489.7,64,0,10,1
25.9123749452,-80.172711819,3022200021290,155000.0,9042,1912,24920,3780.8,16858.9,3768.1,49688.7,46310.1,11601.8,64,0,9,2
25.9123749452,-80.172711819,3022200021290,170000.0,9042,1912,24920,3780.8,16858.9,3768.1,49688.7,46310.1,11601.8,64,0,9,2
25.9126559885,-80.1808826571,3022190000632,275000.0,12675,2656,9562,6376.8,19533.4,5699.8,49487.4,47258.7,9378.0,36,0,10,4
25.9126781202,-80.1837355733,3022190160060,340000.0,8400,2551,8495,7293.7,20457.5,4907.1,49479.5,47645.0,8565.0,21,0,10,4
25.9131205463,-80.1669114273,3022200023603,150000.0,9042,1582,16946,1900.0,14943.6,2246.5,50242.9,46036.6,12535.3,61,0,2,2
25.9132518153,-80.1729620394,3022200020840,155000.0,9042,1374,9562,3782.7,16928.3,3663.1,49995.6,46640.4,11293.3,70,0,10,2
25.913356645,-80.1703433498,3022200020600,215000.0,9042,1763,9562,2934.8,16066.8,2932.8,50151.3,46426.1,11762.6,65,0,5,2
25.9135711039,-80.1848723938,3022190160270,343000.0,8400,2197,2461,7629.8,20824.7,4765.6,49782.1,48083.7,8148.1,21,0,10,4
25.9138375772,-80.1771769034,3022200030100,270000.0,8250,2024,19964,5101.9,18290.6,4816.9,50073.6,47297.9,10201.7,62,0,5,4
25.9140925038,-80.174199268,3022200020080,149000.0,8910,1598,9562,4134.7,17329.2,3882.5,50247.1,47054.2,10812.2,21,0,1,4
25.9140925038,-80.174199268,3022200020080,265000.0,8910,1598,9562,4134.7,17329.2,3882.5,50247.1,47054.2,10812.2,21,0,6,4
25.9144881241,-80.180966814,3022180140080,287000.0,8400,1994,2201,6321.8,19533.1,5934.5,50196.0,47934.3,9005.1,21,0,6,2
25.9144942288,-80.1760732395,722170200150,270000.0,8645,2782,5347,4719.2,17927.1,4394.4,50346.3,47403.2,10371.4,36,0,10,2
25.9145798764,-80.1804004022,3022180140180,200000.0,12691,1642,9562,6105.4,19319.0,5718.1,50242.3,47894.9,9124.5,31,0,12,4
25.914703533,-80.1809763644,3022180140070,284000.0,8400,1651,1528,6321.5,19536.8,5919.8,50277.7,48011.8,8963.6,21,0,3,4
25.9148198291,-80.1765342829,722170200310,238000.0,8486,1644,2100,4874.6,18088.5,4514.6,50435.5,47555.3,10185.2,31,0,9,2
25.9150386851,-80.170065492,722170182740,183000.0,5000,1133,8171,2761.4,15977.5,2527.7,50786.8,47005.1,11355.4,21,0,10,2
25.9150561293,-80.1761060408,722170200120,300000.0,6760,1553,20772,4717.7,17937.7,4342.8,50554.9,47609.8,10200.1,21,0,9,4
25.9156358273,-80.1725607933,722170082050,249900.0,5900,1892,3063,3573.4,16797.4,3186.7,50880.6,47438.6,10674.0,21,0,4,2
25.9157225051,-80.1690394716,722170182350,197000.0,4500,1224,1153,2414.7,15638.4,2112.3,51087.6,47157.0,11383.3,26,0,12,4
25.9159330006,-80.170111391,722170182280,197000.0,4500,1262,9562,2770.3,15992.3,2400.0,51110.3,47326.0,11097.9,26,0,12,4
25.9160156179,-80.1831887989,3022180300200,185000.0,7472,2327,25490,7053.4,20275.6,5711.0,50695.4,48709.6,8101.4,46,0,8,2
25.9160156179,-80.1831887989,3022180300200,220000.0,7472,2327,25490,7053.4,20275.6,5711.0,50695.4,48709.6,8101.4,46,0,10,2
25.9161595844,-80.1842872884,3022180330030,198000.0,8850,1612,21766,7416.1,20637.6,5422.5,50714.6,48877.2,7760.4,36,0,1,2
25.916466367,-80.1714232382,722170181250,245000.0,4500,1318,1562,3212.8,16424.2,2745.2,51242.3,47633.0,10676.0,21,0,12,4
25.9168118944,-80.1714198552,722170181090,125000.0,5400,975,912,3219.0,16418.2,2707.1,51367.6,47753.3,10576.3,31,0,8,1
25.916844307,-80.1705358379,722170181100,138000.0,4500,923,1932,2937.9,16133.2,2427.2,51420.5,47684.9,10755.6,36,0,11,2
25.9169628682,-80.172016678,722170081840,113500.0,5850,1446,1788,3424.6,16620.4,2890.9,51386.8,47853.5,10406.5,41,0,10,1
25.9169894852,-80.1839059821,3022180320150,285000.0,8699,2127,4969,7298.4,20507.3,5689.2,51037.8,49133.0,7715.3,21,0,3,4
25.9170581501,-80.1762122019,722170200010,218000.0,8956,1539,6578,4773.5,17973.8,4224.2,51264.7,48302.3,9567.2,36,0,7,2
25.9170819484,-80.1708449504,722170181063,211000.0,4500,1105,420,3051.4,16236.3,2506.5,51490.9,47795.2,10623.4,26,0,11,4
25.9174023966,-80.174141974,722170081520,247000.0,6741,1663,3102,4132.1,17315.5,3553.9,51460.0,48209.9,9850.5,21,0,11,2
25.9177266112,-80.1707298622,722170180270,110000.0,5000,970,2008,3061.0,16205.4,2432.9,51722.6,48004.6,10466.0,66,0,7,2
25.9177312537,-80.177092478,722170201330,294000.0,7215,1630,19042,5106.9,18286.3,4507.8,51471.0,48619.7,9196.0,21,0,5,4
25.9177573029,-80.1740670141,722170081500,269000.0,6250,1550,1857,4105.8,17266.7,3487.5,51612.2,48345.5,9767.6,26,0,10,4
25.9181564732,-80.1694467719,722170180110,191500.0,5000,1066,9996,2698.5,15788.8,1997.9,51934.7,48037.7,10623.4,31,0,10,2
25.9184703324,-80.1612227334,722160020100,320000.0,16561,2262,9562,981.6,12979.4,11960.0,52488.9,47496.5,12375.0,64,0,8,2
25.9185456145,-80.1813898011,722180120090,209000.0,6600,1098,3074,6552.9,19714.2,5876.7,51646.3,49363.1,8212.6,26,0,4,4
25.9185518307,-80.1698447644,722170121360,172000.0,6000,1159,1100,2868.9,15921.9,2115.9,52064.2,48217.9,10431.7,36,0,8,2
25.9189027326,-80.1819651642,722180100440,200000.0,8072,1258,2774,6757.1,19902.5,5947.6,51764.6,49555.6,7982.6,22,0,11,2
25.9192384741,-80.1748879936,722170080970,183000.0,7799,1303,563,4512.8,17585.7,3763.5,52084.4,48911.4,9161.9,31,0,4,2
25.9192981875,-80.1795135506,722170090710,160000.0,6890,1709,3584,5981.3,19089.8,5226.9,51985.3,49430.1,8300.6,36,0,5,2
25.9193007826,-80.1821768602,722180100280,195000.0,6435,1143,836,6856.5,19985.7,5914.1,51912.0,49717.9,7868.9,16,0,2,4
25.9194751061,-80.179983075,722180090600,165000.0,6635,988,1890,6171.3,19272.2,5310.8,52020.7,49536.4,8163.4,36,0,9,2
25.9197340003,-80.1808883585,722180090460,319500.0,6600,1392,34777,6471.7,19567.6,5474.4,52085.4,49710.7,7922.5,16,0,9,4
25.9198042072,-80.1763441918,722170091680,152000.0,6300,957,480,5021.3,18056.3,4217.2,52260.9,49272.0,8721.0,31,0,9,2
25.9199923497,-80.1679891614,722170121190,185000.0,6600,1518,10278,2582.7,15317.3,1468.6,52686.0,48575.5,10460.6,26,0,10,2
25.9202933783,-80.172618138,722170080670,175600.0,6000,1239,2572,3955.4,16866.9,3014.1,52558.3,49066.5,9348.0,36,0,3,2
25.9203057956,-80.1723141791,722170080650,165000.0,6000,1410,546,3867.1,16767.5,2914.2,52575.8,49043.2,9410.6,36,0,1,2
25.9203790871,-80.177693234,722170090530,274000.0,6480,1395,9562,5520.7,18530.5,4518.7,52406.5,49592.6,8288.1,26,0,12,4
25.9203945319,-80.1714588785,722170120120,153900.0,8100,1133,2465,3609.7,16451.1,2593.3,52665.4,49014.8,9569.2,31,0,5,2
25.9204703706,-80.17006792,722170100090,211000.0,8400,1274,9562,3231.3,15997.5,2137.5,52755.0,48918.8,9860.0,21,0,5,2
25.9206874123,-80.1721855006,722170080611,165000.0,5724,1145,1094,3893.4,16736.7,2876.5,52719.2,49165.7,9336.2,36,0,11,2
25.9210036173,-80.1671136957,722170210140,211000.0,10440,1726,1947,2598.5,15069.8,1214.4,53052.3,48818.8,10371.9,41,0,3,2
25.9211220676,-80.1775141096,722170090240,150000.0,8542,1194,2100,5565.4,18468.1,4276.6,52680.7,49830.2,8103.6,46,0,3,2
25.9211735356,-80.1835830925,722180160150,263000.0,8438,1540,19181,7425.8,20442.2,5836.6,52567.5,50508.7,7047.9,16,0,6,4
25.9212388101,-80.1710923492,722170120040,165000.0,8100,1169,9562,3666.6,16356.4,2499.2,52985.7,49277.6,9426.3,36,0,9,2
25.9213647892,-80.1613515532,722160170330,185000.0,6300,1123,9562,1728.6,13200.1,354.1,53533.9,48535.6,11662.4,64,0,5,2
25.9217254844,-80.1715180578,722170120200,209500.0,8914,1457,2604,3878.7,16507.8,2665.4,53138.2,49481.6,9205.5,36,0,6,2
25.9217766555,-80.1635593853,722160170790,140000.0,7493,996,9562,2298.1,13897.7,541.5,53559.9,48852.6,11014.4,64,0,9,1
25.9218943556,-80.1845946477,3022180032740,180000.0,7875,1336,2270,7054.2,20824.6,5957.4,52802.8,50872.3,6664.8,31,0,11,2
25.921926567,-80.1832960173,722180112120,256000.0,6825,1938,9562,7338.7,20405.0,5618.7,52837.8,50736.6,6849.2,31,0,4,4
25.9220165423,-80.1635924948,722160170780,160000.0,9517,1266,18480,2369.9,13930.5,612.0,53629.0,48924.5,10949.3,64,0,1,1
25.9220446597,-80.1624232243,722160170720,250000.0,8400,1561,9562,2124.7,13557.2,611.8,53710.4,48851.3,11227.7,64,0,10,2
25.9221220641,-80.1785663209,722170151230,225000.0,7500,1680,2827,6006.6,18856.2,4339.7,53019.6,50290.7,7607.6,31,0,1,2
25.922523304,-80.1628157804,722160160790,160000.0,6950,1524,2743,2299.9,13700.1,790.7,53860.4,49051.4,11019.8,62,0,5,2
25.9226732445,-80.1688690961,722170020050,230000.0,7936,1501,1399,3446.3,15693.7,1963.8,53574.8,49561.4,9544.9,31,0,9,2
25.9227651818,-80.179513041,722170150880,235000.0,7500,1808,6652,6385.4,19182.6,4444.1,53224.5,50609.6,7237.0,26,0,4,2
25.9228978525,-80.1642408785,722170051550,225000.0,5850,1881,3792,2740.0,14181.8,964.1,53909.0,49285.9,10582.7,31,0,7,2
25.922925027,-80.1752925066,722170060650,230000.0,7440,1400,1361,5172.5,17807.5,3310.5,53400.0,50229.3,8043.0,36,0,9,2
25.9231770291,-80.1877666919,3022180032061,202000.0,7875,1560,17106,6014.7,21900.9,5829.0,53227.8,51681.1,5667.7,41,0,4,4
25.923320785,-80.1846609486,3022180032160,218000.0,7875,1480,3098,6655.6,20881.6,5652.7,53315.9,51362.3,6186.2,41,0,7,4
25.9233443506,-80.1665226851,722170050730,254000.0,7080,1313,1419,3187.8,14932.6,1480.7,53938.6,49612.8,9917.2,21,0,12,4
25.9234612004,-80.1829622292,722180111480,186000.0,6890,1576,2374,7001.7,20312.5,5179.8,53415.6,51232.4,6419.1,31,0,4,4
25.9235347484,-80.1777944738,722170150710,175000.0,8056,1024,1873,5998.0,18632.4,3821.5,53547.7,50695.2,7356.2,31,0,9,2
25.9235613377,-80.1701178185,722170051070,270000.0,5800,1688,420,3975.6,16122.6,2013.3,53848.6,49991.2,9038.5,21,0,3,4
25.9237715721,-80.1757151793,722170170350,147000.0,6697,1809,2688,5451.7,17939.1,3228.2,53721.8,50589.4,7730.3,46,0,4,2
25.9239039216,-80.174590884,722170170290,138000.0,6400,1268,857,5177.6,17596.4,2913.5,53784.1,50509.1,7937.3,31,0,5,2
25.9239039216,-80.174590884,722170170290,200000.0,6400,1268,857,5177.6,17596.4,2913.5,53784.1,50509.1,7937.3,31,0,9,2
25.9239137321,-80.1876971467,3022180031780,289000.0,15750,1440,704,5802.9,21850.8,5973.7,53486.4,51902.3,5568.2,21,0,12,4
25.9240448109,-80.1842317321,3022180031860,327000.0,8441,1646,21687,6558.4,20751.1,5388.5,53586.9,51561.4,6020.5,16,0,7,4
25.9242917063,-80.1737629153,722170060190,220000.0,7314,1506,2990,5041.5,17327.0,2611.7,53958.0,50568.8,8027.1,62,0,7,4
25.924314721,-80.1732431334,722170060220,160000.0,7980,1583,2538,4908.7,17151.0,2472.9,53984.4,50526.7,8125.1,64,0,7,4
25.9243227858,-80.1730369081,722170060230,155000.0,7980,1266,2800,4860.0,17085.6,2421.4,53995.6,50511.2,8170.6,64,0,1,4
25.9247396996,-80.1818963777,722180111140,195000.0,6890,1279,1378,6903.0,19984.2,4619.7,53902.7,51557.2,6210.6,21,0,9,4
25.9260434489,-80.1829189418,722180110210,149900.0,6500,1155,1425,6324.7,20366.9,4597.1,54337.0,52101.6,5622.7,31,0,6,4
25.9268171425,-80.1863652616,3022180030610,235000.0,7983,1563,1159,5343.3,21511.9,5322.6,54562.1,52749.0,4800.1,31,0,5,2
25.9285374213,-80.1773315148,722170130420,232000.0,7600,1439,1201,6911.3,18568.4,2590.6,55380.3,52391.4,6092.8,31,0,3,2
25.9285576627,-80.1768745147,722170130400,225000.0,7600,1461,4660,6830.7,18419.2,2468.0,55401.5,52354.5,6190.1,36,0,7,2
25.9285677127,-80.1766476175,722170130390,229000.0,7600,1553,916,6777.9,18343.2,2405.7,55411.8,52335.9,6237.1,26,0,5,4
25.928799775,-80.1775691804,722170130320,165800.0,7600,1120,9562,6783.2,18650.3,2589.7,55462.3,52499.7,5964.8,36,0,12,2
25.9292965995,-80.2007357326,721130070470,145000.0,6750,1245,9562,1467.8,26237.6,4958.0,55466.3,55376.8,1269.7,90,0,5,1
25.9294178303,-80.1603302657,722160010201,190000.0,8176,1401,226,2198.4,13015.3,217.3,56463.7,51328.5,10193.4,70,0,6,2
25.9295680735,-80.194928446,722070180080,185000.0,6300,1217,1748,2701.0,24368.9,5922.3,55528.0,54716.0,2512.4,31,0,1,2
25.929951026,-80.1840333811,722070150690,200000.0,9900,1539,1050,5041.1,20794.8,4006.3,55732.3,53559.7,4256.4,62,0,6,2
25.9299746614,-80.1833734354,722070150660,200000.0,7150,1370,3931,5173.8,20581.0,3832.2,55751.9,53496.9,4376.0,61,0,9,2
25.9302346164,-80.1979049401,721120100480,143000.0,6180,1091,2999,1856.3,25357.4,5654.9,55791.5,55322.7,1664.1,36,0,7,2
25.9302645261,-80.1971769672,721120100440,190000.0,6240,1091,9562,2011.9,25120.3,5769.6,55795.5,55237.7,1820.8,36,0,11,2
25.9302776776,-80.1868170269,722070140470,240000.0,7280,1640,5548,4321.8,21720.4,4661.2,55809.2,53977.8,3632.5,31,0,12,2
25.9303044975,-80.1945799476,722070060410,140000.0,6649,1377,2011,2583.9,24272.8,6212.8,55795.2,54920.8,2397.1,36,0,5,2
25.9304581081,-80.1999117282,721120070830,210000.0,6480,1545,3623,1350.8,26023.5,5469.7,55897.9,55665.9,1155.8,21,0,6,2
25.9305044342,-80.1987956883,721120070890,182000.0,6480,1221,1188,1585.7,25656.7,5626.2,55898.7,55530.0,1392.6,26,0,1,2
25.9305606431,-80.1872947488,722070140440,230000.0,9968,1229,5021,4144.1,21874.9,4713.6,55908.0,54126.6,3467.4,31,0,12,2
25.9306419759,-80.1672292984,722080022061,215000.0,6300,1585,1986,4506.8,15313.2,248.6,56527.8,52248.4,8045.8,31,0,3,2
25.9306724358,-80.1664687505,722080022030,225000.0,6785,1247,1116,4271.1,15062.8,449.2,56572.8,52202.6,8242.2,41,0,8,2
25.9309381059,-80.197755745,721120100270,199000.0,6180,1021,9562,1708.0,25328.7,5913.8,56050.0,55542.7,1517.1,26,0,8,2
25.9310356838,-80.1792638899,3022080100700,350000.0,8480,1491,42625,5805.7,19258.0,2526.0,56225.0,53439.5,4987.7,41,0,5,2
25.9310867795,-80.1657715212,722080022110,277000.0,8750,1328,18648,4078.6,14835.2,716.1,56753.5,52290.4,8343.0,21,0,1,2
25.9311769323,-80.1906896975,722070070361,160100.0,5775,1552,2131,3221.6,23019.2,5470.8,56112.6,54738.1,2764.7,31,0,5,2
25.9312307859,-80.1988260159,721120070690,230000.0,6480,1186,17880,1384.7,25684.1,5863.6,56161.6,55774.7,1192.7,26,0,12,2
25.9312309445,-80.1911594714,722070070351,129000.0,5300,961,3691,3106.7,23155.3,5577.2,56154.8,54829.2,2707.3,80,0,4,2
25.931353579,-80.1979639432,721120100130,140000.0,6180,1495,2850,1546.3,25403.5,6020.7,56200.4,55705.1,1355.8,36,0,6,2
25.931359744,-80.1860802746,722070140630,257500.0,7280,1369,938,4200.1,21508.2,4227.2,56212.2,54265.6,3438.2,21,0,1,2
25.9313970529,-80.196243158,722070060110,220000.0,6588,1484,21105,1918.0,24844.1,6282.1,56195.2,55492.0,1730.3,21,0,1,2
25.9314460646,-80.1951593709,722070060170,198000.0,6480,1151,2072,2145.9,24488.5,6461.5,56207.0,55371.2,1960.0,26,0,8,2
25.9315116589,-80.168516141,722080060360,200000.0,6435,1135,4261,4998.8,15751.1,104.2,56786.8,52665.1,7517.4,41,0,5,2
25.9315143014,-80.1901640681,722070200040,135000.0,6200,1338,3261,3252.2,22839.5,5254.1,56256.1,54803.4,2734.8,36,0,1,2
25.9315314937,-80.1679604159,722080021941,369000.0,11394,2452,20650,4802.7,15549.2,245.5,56819.1,52621.5,7646.4,70,0,1,2
25.9317262948,-80.1955237685,722070060060,175000.0,6480,1223,1178,1994.3,24618.4,6475.6,56315.2,55516.1,1808.2,46,0,10,2
25.9318242404,-80.168838316,722080060330,195000.0,5000,1201,9562,5140.3,15878.1,98.4,56885.6,52798.3,7374.6,41,0,3,2
25.9318286453,-80.1686942299,722080060340,180000.0,5000,1083,1181,5095.2,15831.2,137.0,56893.5,52788.4,7412.5,31,0,1,2
25.931972011,-80.1637677892,722090061220,192000.0,2750,1684,790,3559.8,14232.6,1161.6,57188.0,52473.6,8770.4,37,0,4,2
25.9319938386,-80.1887994039,722070200210,130000.0,7440,1234,854,3416.9,22415.8,4789.5,56408.5,54782.4,2759.4,31,0,6,1
25.9322084166,-80.1781375698,3022080260160,290000.0,7768,1946,824,5743.7,18919.6,1974.1,56683.9,53738.7,4940.8,36,0,1,2
25.9322871322,-80.1579665181,722090060760,150000.0,3000,1125,2256,1755.5,12342.4,1298.8,57671.1,52247.0,10070.5,35,0,5,2
25.9324405949,-80.1952423009,722070072970,140000.0,5500,1104,1956,1872.3,24548.2,6216.7,56578.5,55725.7,1687.8,31,0,9,2
25.9324472836,-80.1950853646,722070072960,140000.0,5500,1209,1260,1904.1,24494.9,6184.0,56580.1,55707.6,1718.0,46,0,8,2
25.932459842,-80.1947695498,722070072940,175000.0,5500,993,825,1972.7,24393.5,6121.8,56583.6,55673.2,1782.0,36,0,12,2
25.9325557265,-80.1927587,722070073191,240000.0,5000,1688,630,2396.1,23737.0,5687.8,56612.8,55457.0,2059.3,16,0,2,2
25.9325880674,-80.1919710756,722070073300,250000.0,6000,2062,4733,2560.4,23475.0,5485.5,56624.7,55370.9,2137.5,31,0,6,2
25.932748266,-80.1689284802,722080060860,213000.0,5800,1291,9562,5254.3,15934.9,268.8,57202.1,53119.5,7154.1,31,0,10,2
25.9328383296,-80.1967643507,3021120060240,210000.0,8424,1055,2318,1416.1,25048.2,6393.2,56726.3,56049.0,1229.8,43,0,1,2
25.9330561285,-80.2003807503,721120070200,147100.0,6859,1439,9562,551.2,26244.0,6309.2,56842.9,56586.6,359.7,41,0,1,2
25.9330974513,-80.1594013433,722090060290,284000.0,9375,1331,6137,2267.3,12829.2,1559.0,57836.5,52588.4,9497.2,59,0,1,2
25.9331187547,-80.158875358,722090060350,200000.0,9375,1381,2762,2105.1,12661.2,1567.5,57877.0,52564.9,9609.9,63,0,2,1
25.9332837779,-80.1889305611,722070100180,315000.0,7125,1706,44369,3055.5,22492.9,4542.8,56892.2,55251.4,2345.4,26,0,7,2
25.9333445367,-80.2003952919,721120070010,247000.0,6879,1439,215,484.3,26257.1,6407.7,56955.1,56691.2,293.2,16,0,11,2
25.9333970774,-80.1725886177,3022080280080,196000.0,9180,2163,200,6464.8,17141.1,269.9,57299.1,53660.5,6028.8,45,0,8,2
25.9334836933,-80.166770834,722080021190,315000.0,5400,1583,1019,4649.1,15262.1,1001.3,57577.6,53226.4,7632.8,16,0,6,4
25.9335230787,-80.1814242862,3022070170040,149000.0,8273,1407,9562,4664.0,20037.6,2534.7,57080.8,54521.2,3846.9,62,0,4,2
25.9337451107,-80.1754691188,3022080270200,329000.0,7725,1797,9562,5933.2,18099.6,937.9,57316.0,54026.0,5201.7,36,0,6,4
25.9337724193,-80.1686157801,722080061060,160000.0,7241,1110,1320,5249.2,15865.8,571.5,57586.4,53457.8,7043.0,36,0,6,2
25.9342168701,-80.1956497882,722070071420,176000.0,5000,1395,1300,1307.2,24731.0,5784.4,57225.9,56373.2,1103.5,26,0,3,2
25.9343589605,-80.1898025849,722070110140,247000.0,7800,1444,1193,2561.6,22815.0,4516.3,57257.5,55699.9,1846.8,26,0,3,2
25.9344329351,-80.1655505761,722080020930,235000.0,5500,1245,554,4356.6,14896.8,1526.5,57972.9,53468.6,7776.8,26,0,11,2
25.9345989409,-80.1930416145,722070071050,251000.0,7575,1763,4416,1782.8,23879.4,5152.2,57357.4,56180.6,1330.1,43,0,4,2
25.9346656331,-80.1692981922,722080061650,240000.0,5850,1326,275,5564.8,16130.0,598.3,57881.1,53830.5,6696.4,21,0,11,2
25.9348371909,-80.1647968296,722080020881,303000.0,5550,1423,463,4158.2,14651.6,1812.9,58157.8,53560.6,7837.9,11,0,12,4
25.9349084358,-80.1845468271,3022070160450,200000.0,7875,1614,2945,3601.4,21117.2,3040.3,57528.6,55324.0,2782.5,36,0,6,2
25.9351078086,-80.1716260339,722080062210,171000.0,5850,1378,9562,6346.5,16900.4,93.6,57945.1,54174.0,5955.3,60,0,2,2
25.9351737958,-80.1847784726,3022070160270,266000.0,7875,1382,9562,3473.5,21199.6,3035.6,57617.4,55435.0,2654.7,21,0,6,2
25.9351751524,-80.1570035848,722090041637,260000.0,5850,1394,1337,1728.5,12096.5,2143.1,58735.2,53200.9,9403.4,16,0,7,2
25.9351756159,-80.1700002115,722080062010,104700.0,5850,981,336,5839.4,16367.0,530.5,58036.9,54067.8,6406.1,60,0,2,1
25.9352930346,-80.1565270619,722090041651,209000.0,3151,1286,2461,1590.1,11934.3,1985.3,58839.7,53251.0,9482.5,16,0,9,2
25.9353423301,-80.1655851292,722080020461,209000.0,5550,1496,3260,4459.1,14917.8,1720.4,58300.6,53796.5,7528.9,21,0,4,2
25.9353441096,-80.177934386,3022080110530,335000.0,13228,1452,9562,4941.2,18959.1,1207.6,57800.6,54788.7,4193.1,62,0,11,2
25.9355581229,-80.1607856015,722090040710,215000.0,5900,1083,9562,2959.3,13341.9,2450.7,58634.1,53552.6,8538.5,26,0,9,2
25.9355776406,-80.1690028025,722080061890,198000.0,5850,1259,9562,5563.0,16044.0,877.4,58223.1,54130.2,6622.4,41,0,9,2
25.9356425887,-80.1769695833,3022080110130,265000.0,7500,1423,9562,5096.5,18636.7,904.1,57972.2,54838.0,4388.7,41,0,7,2
25.9358003217,-80.1636067181,722090040831,205000.0,5600,1083,9562,3878.6,14272.9,2337.6,58566.1,53822.6,7847.8,21,0,7,2
25.9359010458,-80.1614255514,722090040671,297000.0,5900,1421,1496,3198.0,13556.0,2577.2,58722.5,53717.4,8307.3,16,0,9,2
25.9359151462,-80.1746672898,3022080120250,245000.0,7600,1683,9562,5540.9,17884.4,246.5,58142.9,54733.3,4942.0,60,0,5,2
25.9359615804,-80.1941792884,3022070320070,128000.0,9825,1828,2991,1151.7,24299.6,4967.8,57838.1,56761.8,718.6,58,0,5,2
25.935993955,-80.1592100069,722090040540,230000.0,6050,1083,9562,2507.6,12830.7,2586.3,58883.7,53613.6,8737.6,26,0,8,2
25.9360697359,-80.1577791764,722090040360,235000.0,6100,1297,2987,2059.8,12358.0,2204.8,59000.5,53560.4,8987.1,45,0,8,2
25.9361349149,-80.1565230655,722090040421,280000.0,8860,1309,9562,1669.2,11945.4,1850.3,59107.1,53517.7,9206.8,21,0,8,2
25.936303572,-80.1869780487,3022070420070,476500.0,10125,2956,41034,2667.6,21939.7,3339.9,57984.3,56044.3,1848.0,21,0,6,4
25.9363537641,-80.1935161559,3022070430040,315000.0,10575,2187,18330,1197.3,24098.1,4718.8,57973.7,56811.7,658.1,41,0,11,4
25.9363694879,-80.1969138981,721120200190,339000.0,8850,2699,13162,460.0,25205.8,5426.9,58023.2,57256.1,237.9,21,0,11,2
25.9363982705,-80.1713040332,722080062500,232000.0,5850,1223,9562,6163.0,16806.7,461.3,58421.8,54600.0,5812.8,21,0,8,2
25.9365426199,-80.1838741325,3022070190180,250000.0,8100,1704,1975,3310.8,20913.0,2492.5,58139.7,55820.8,2498.3,61,0,6,2
25.9365724241,-80.1667162732,722080020110,249000.0,7020,1960,9562,4932.4,15296.1,1688.0,58683.6,54310.2,6941.7,56,0,3,2
25.9365785597,-80.1961595609,722070300080,220000.0,11175,2168,7883,537.8,24961.0,5205.2,58063.1,57204.7,256.4,46,0,3,2
25.936773693,-80.1746448849,722080180110,405200.0,10977,1802,9562,5301.0,17872.5,65.7,58441.7,55017.9,4771.4,21,0,5,4
25.9368824882,-80.1621059768,722090040190,225000.0,6678,1157,1048,3486.0,13758.0,2954.9,59058.8,54137.0,7901.2,26,0,10,2
25.9371932235,-80.1649025239,722080080130,150000.0,5750,1038,9176,4429.5,14719.0,2307.4,59000.2,54407.1,7189.5,46,0,3,2
25.9372140568,-80.1871622384,3022070210840,420500.0,14300,2311,19032,2389.0,22012.7,3165.2,58300.5,56365.3,1570.0,41,0,11,4
25.9372917225,-80.1822720267,3022070000071,379300.0,9570,1740,1277,3459.8,20389.0,1904.3,58440.2,55913.6,2666.7,21,0,7,4
25.9372986601,-80.1716280268,722080070270,235000.0,5700,1205,9562,5851.9,16925.9,579.0,58735.5,54944.8,5570.4,21,0,3,2
25.9373798466,-80.1839155246,3022070190220,360000.0,8100,1652,9562,3076.5,20936.3,2315.8,58442.4,56113.5,2270.3,16,0,7,4
25.9373857043,-80.1910780064,3022070510020,240000.0,10500,1923,32046,1463.8,23300.9,3934.3,58348.5,56872.1,687.8,31,0,2,2
25.9377093353,-80.1765368071,722080180340,385000.0,7875,1821,9562,4637.4,18529.8,329.2,58717.0,55507.1,4072.5,21,0,12,4
25.9377231975,-80.1615979561,722090031140,320000.0,6780,1576,3493,3429.5,13637.5,2966.9,59365.0,54379.4,7768.3,26,0,5,4
25.9378225468,-80.1831240353,3022070190380,290000.0,7311,2114,29922,3146.1,20685.1,2014.2,58620.3,56189.3,2349.6,36,0,4,4
25.9379315163,-80.1897979958,722070370270,360000.0,7547,1932,20783,1618.3,22887.9,3539.7,58572.2,56931.1,804.3,21,0,9,4
25.9380462891,-80.1869850002,3022070250450,265000.0,7800,1698,1276,2215.9,21964.1,2923.5,58637.0,56661.7,1397.6,16,0,10,4
25.9381243355,-80.1735302411,722080050310,236500.0,5700,1347,773,5209.1,17566.2,269.3,58967.1,55395.8,4878.5,16,0,8,2
25.9381912021,-80.1902793962,722070370070,343000.0,7794,2829,28556,1439.4,23051.6,3557.1,58660.5,57070.8,627.1,21,0,6,4
25.938274856,-80.187922864,3022070250360,126600.0,7800,1471,550,1945.5,22280.3,3062.9,58707.8,56839.3,1126.7,60,0,6,2
25.9383213225,-80.1808323152,722070360170,340000.0,6877,2047,18947,3524.0,19946.6,1310.0,58844.2,56140.7,2792.0,26,0,4,2
